cell,X2,Y2,DataType,dbsumneg,SitePrimary,Histology,HistSubtype1,SitePrimaryCount,DataGood
SK-OV-3,cmpd X,cmpd D,viability,-2.27198,Ovary,Carcinoma,Adenocarcinoma,7,yes
SK-OV-3,cmpd X,cmpd E,viability,-3.46996,Ovary,Carcinoma,Adenocarcinoma,7,yes
SK-OV-3,cmpd X,cmpd F,viability,-1.21656,Ovary,Carcinoma,Adenocarcinoma,7,yes
SK-OV-3,cmpd Y,cmpd A,viability,-1.40401,Ovary,Carcinoma,Adenocarcinoma,7,yes
SK-OV-3,cmpd Y,cmpd B,viability,-3.85278,Ovary,Carcinoma,Adenocarcinoma,7,yes
SK-OV-3,cmpd Y,cmpd C,viability,-1.22463,Ovary,Carcinoma,Adenocarcinoma,7,yes
SK-OV-3,cmpd Y,cmpd D,viability,-0.15054,Ovary,Carcinoma,Adenocarcinoma,7,yes
SK-OV-3,cmpd Y,cmpd E,viability,-1.74347,Ovary,Carcinoma,Adenocarcinoma,7,yes
SK-OV-3,cmpd Y,cmpd F,viability,-0.31265,Ovary,Carcinoma,Adenocarcinoma,7,yes
SK-OV-3,cmpd X,cmpd B,growth,-1.15314,Ovary,Carcinoma,Adenocarcinoma,7,yes
SK-OV-3,cmpd X,cmpd C,growth,-2.151,Ovary,Carcinoma,Adenocarcinoma,7,yes
SK-OV-3,cmpd X,cmpd D,growth,-1.86879,Ovary,Carcinoma,Adenocarcinoma,7,yes
SK-OV-3,cmpd X,cmpd E,growth,-2.53491,Ovary,Carcinoma,Adenocarcinoma,7,yes
SK-OV-3,cmpd X,cmpd F,growth,-1.12241,Ovary,Carcinoma,Adenocarcinoma,7,yes
SK-OV-3,cmpd Y,cmpd A,growth,-0.89465,Ovary,Carcinoma,Adenocarcinoma,7,yes
SK-OV-3,cmpd Y,cmpd B,growth,-2.76631,Ovary,Carcinoma,Adenocarcinoma,7,yes
SK-OV-3,cmpd Y,cmpd C,growth,-1.0083,Ovary,Carcinoma,Adenocarcinoma,7,yes
SK-OV-3,cmpd Y,cmpd D,growth,-0.13967,Ovary,Carcinoma,Adenocarcinoma,7,yes
SK-OV-3,cmpd Y,cmpd E,growth,-1.40806,Ovary,Carcinoma,Adenocarcinoma,7,yes
SK-OV-3,cmpd Y,cmpd F,growth,-0.28882,Ovary,Carcinoma,Adenocarcinoma,7,yes
SK-OV-3,cmpd X,cmpd A,viability,-2.65847,Ovary,Carcinoma,Adenocarcinoma,7,yes
SK-OV-3,cmpd X,cmpd A,growth,-1.95452,Ovary,Carcinoma,Adenocarcinoma,7,yes
SK-BR-3,cmpd X,cmpd A,viability,-2.11993,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd X,cmpd B,viability,-1.94864,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd X,cmpd C,viability,-0.85696,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd X,cmpd D,viability,-2.17036,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd X,cmpd E,viability,-2.94421,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd X,cmpd F,viability,-1.22172,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd Y,cmpd A,viability,-0.93588,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd Y,cmpd B,viability,-4.65883,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd Y,cmpd C,viability,-1.61637,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd Y,cmpd D,viability,-1.12112,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd Y,cmpd E,viability,-3.4581,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd Y,cmpd F,viability,-1.37587,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd X,cmpd A,growth,-1.74484,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd X,cmpd B,growth,-1.54448,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd X,cmpd C,growth,-0.82052,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd X,cmpd D,growth,-1.98729,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd X,cmpd E,growth,-2.58098,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd X,cmpd F,growth,-1.10431,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd Y,cmpd A,growth,-0.69454,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd Y,cmpd B,growth,-3.93015,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd Y,cmpd C,growth,-1.46615,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd Y,cmpd D,growth,-1.07658,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd Y,cmpd E,growth,-3.11138,Breast,Carcinoma,Ns,15,yes
SK-BR-3,cmpd Y,cmpd F,growth,-1.19612,Breast,Carcinoma,Ns,15,yes
RKO,cmpd X,cmpd A,viability,-0.65792,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd X,cmpd B,viability,-0.30982,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd X,cmpd C,viability,-0.3069,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd X,cmpd D,viability,-2.05191,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd X,cmpd E,viability,-1.0072,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd X,cmpd F,viability,-1.2998,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd Y,cmpd A,viability,-0.53677,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd Y,cmpd B,viability,-2.5853,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd Y,cmpd C,viability,-0.11967,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd Y,cmpd D,viability,-0.1166,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd Y,cmpd E,viability,-0.27602,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd Y,cmpd F,viability,-0.76781,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd X,cmpd A,growth,-0.52949,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd X,cmpd B,growth,-0.27571,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd X,cmpd C,growth,-0.32982,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd X,cmpd D,growth,-1.39704,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd X,cmpd E,growth,-0.61592,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd X,cmpd F,growth,-1.22928,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd Y,cmpd A,growth,-0.27404,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd Y,cmpd B,growth,-1.28883,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd Y,cmpd C,growth,-0.0667,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd Y,cmpd D,growth,-0.23125,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd Y,cmpd E,growth,-0.14123,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
RKO,cmpd Y,cmpd F,growth,-0.8218,Large_Intestine,Carcinoma,Adenocarcinoma,23,yes
Raji,cmpd X,cmpd A,viability,-3.09582,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd X,cmpd B,viability,-1.79358,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd X,cmpd C,viability,-2.59658,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd X,cmpd D,viability,-2.35129,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd X,cmpd E,viability,-5.84882,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd X,cmpd F,viability,-1.52038,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd Y,cmpd A,viability,-0.9623,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd Y,cmpd B,viability,-5.79897,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd Y,cmpd C,viability,-0.71894,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd Y,cmpd D,viability,-1.09551,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd Y,cmpd E,viability,-1.28454,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd Y,cmpd F,viability,-0.19414,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd X,cmpd A,growth,-2.46258,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd X,cmpd B,growth,-1.18487,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd X,cmpd C,growth,-2.21672,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd X,cmpd D,growth,-2.10726,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd X,cmpd E,growth,-4.32336,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd X,cmpd F,growth,-1.66814,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd Y,cmpd A,growth,-0.46799,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd Y,cmpd B,growth,-3.89049,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd Y,cmpd C,growth,-0.48847,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd Y,cmpd D,growth,-0.99801,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd Y,cmpd E,growth,-0.89667,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
Raji,cmpd Y,cmpd F,growth,-0.32818,Haem Or Lymph,Lymphoid_Neoplasm,Burkitt_Lymphoma,43,yes
PSN1,cmpd X,cmpd B,viability,-1.01406,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd X,cmpd C,viability,-2.33858,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd X,cmpd D,viability,-1.84185,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd X,cmpd E,viability,-4.56938,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd X,cmpd F,viability,-1.99081,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd Y,cmpd A,viability,-2.92043,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd Y,cmpd B,viability,-3.02749,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd Y,cmpd C,viability,-1.60035,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd Y,cmpd D,viability,-0.4634,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd Y,cmpd E,viability,-2.53292,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd Y,cmpd F,viability,-2.69243,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd X,cmpd B,growth,-0.61087,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd X,cmpd C,growth,-1.66204,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd X,cmpd D,growth,-1.27933,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd X,cmpd E,growth,-3.06806,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd X,cmpd F,growth,-1.51728,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd Y,cmpd A,growth,-1.85461,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd Y,cmpd B,growth,-1.43697,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd Y,cmpd C,growth,-1.33297,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd Y,cmpd D,growth,-0.42098,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd Y,cmpd E,growth,-2.2817,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd Y,cmpd F,growth,-1.83986,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd X,cmpd A,viability,-5.05295,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PSN1,cmpd X,cmpd A,growth,-3.52524,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PL-21,cmpd X,cmpd A,viability,-1.82348,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd X,cmpd B,viability,-1.75076,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd X,cmpd C,viability,-0.63938,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd X,cmpd D,viability,-0.23684,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd X,cmpd E,viability,-3.00917,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd X,cmpd F,viability,-0.44577,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd Y,cmpd A,viability,-3.39597,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd Y,cmpd B,viability,-5.77319,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd Y,cmpd C,viability,-0.80091,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd Y,cmpd D,viability,-0.35399,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd Y,cmpd E,viability,-1.41497,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd Y,cmpd F,viability,-0.94805,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd X,cmpd A,growth,-1.26419,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd X,cmpd B,growth,-1.40316,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd X,cmpd C,growth,-0.82411,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd X,cmpd D,growth,-0.48255,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd X,cmpd E,growth,-2.46303,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd X,cmpd F,growth,-0.654,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd Y,cmpd A,growth,-1.55691,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd Y,cmpd B,growth,-4.16864,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd Y,cmpd C,growth,-0.51148,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd Y,cmpd D,growth,-0.32404,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd Y,cmpd E,growth,-1.22701,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
PL-21,cmpd Y,cmpd F,growth,-1.25959,Haem Or Lymph,Haematopoietic_Neoplasm,Acute_Myeloid_Leukaemia,43,yes
Pfeiffer,cmpd X,cmpd A,viability,-1.73198,Haem Or Lymph,Lymphoid_Neoplasm,Diffuse_Large_B_Cell_Lymphoma,43,yes
Pfeiffer,cmpd X,cmpd B,viability,-0.04157,Haem Or Lymph,Lymphoid_Neoplasm,Diffuse_Large_B_Cell_Lymphoma,43,yes
Pfeiffer,cmpd X,cmpd C,viability,-3.98401,Haem Or Lymph,Lymphoid_Neoplasm,Diffuse_Large_B_Cell_Lymphoma,43,yes
Pfeiffer,cmpd X,cmpd D,viability,-1.3137,Haem Or Lymph,Lymphoid_Neoplasm,Diffuse_Large_B_Cell_Lymphoma,43,yes
Pfeiffer,cmpd X,cmpd E,viability,-4.00082,Haem Or Lymph,Lymphoid_Neoplasm,Diffuse_Large_B_Cell_Lymphoma,43,yes
Pfeiffer,cmpd X,cmpd F,viability,-1.87865,Haem Or Lymph,Lymphoid_Neoplasm,Diffuse_Large_B_Cell_Lymphoma,43,yes
Pfeiffer,cmpd Y,cmpd A,viability,-1.16305,Haem Or Lymph,Lymphoid_Neoplasm,Diffuse_Large_B_Cell_Lymphoma,43,yes
Pfeiffer,cmpd Y,cmpd B,viability,-1.05623,Haem Or Lymph,Lymphoid_Neoplasm,Diffuse_Large_B_Cell_Lymphoma,43,yes
Pfeiffer,cmpd Y,cmpd C,viability,-2.61408,Haem Or Lymph,Lymphoid_Neoplasm,Diffuse_Large_B_Cell_Lymphoma,43,yes
Pfeiffer,cmpd Y,cmpd D,viability,-0.18476,Haem Or Lymph,Lymphoid_Neoplasm,Diffuse_Large_B_Cell_Lymphoma,43,yes
Pfeiffer,cmpd Y,cmpd E,viability,-3.31094,Haem Or Lymph,Lymphoid_Neoplasm,Diffuse_Large_B_Cell_Lymphoma,43,yes
Pfeiffer,cmpd Y,cmpd F,viability,-3.07296,Haem Or Lymph,Lymphoid_Neoplasm,Diffuse_Large_B_Cell_Lymphoma,43,yes
PC-3,cmpd X,cmpd B,viability,-2.04281,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd X,cmpd C,viability,-1.64186,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd X,cmpd D,viability,-0.95819,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd X,cmpd E,viability,-3.49673,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd X,cmpd F,viability,-1.57582,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd Y,cmpd A,viability,-0.35479,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd Y,cmpd B,viability,-2.11305,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd Y,cmpd C,viability,-0.83259,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd Y,cmpd D,viability,-0.15031,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd Y,cmpd E,viability,-1.56274,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd Y,cmpd F,viability,-0.67722,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd X,cmpd B,growth,-1.38687,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd X,cmpd C,growth,-0.96139,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd X,cmpd D,growth,-0.59671,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd X,cmpd E,growth,-2.13096,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd X,cmpd F,growth,-1.06044,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd Y,cmpd A,growth,-0.21411,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd Y,cmpd B,growth,-1.39684,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd Y,cmpd C,growth,-0.52424,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd Y,cmpd D,growth,-0.0986,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd Y,cmpd E,growth,-0.91173,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd Y,cmpd F,growth,-0.4072,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd X,cmpd A,viability,-3.33624,Prostate,Carcinoma,Adenocarcinoma,6,yes
PC-3,cmpd X,cmpd A,growth,-2.27083,Prostate,Carcinoma,Adenocarcinoma,6,yes
PANC-1,cmpd X,cmpd B,viability,-2.91157,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd X,cmpd C,viability,-2.77425,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd X,cmpd D,viability,-2.2154,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd X,cmpd E,viability,-7.19018,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd X,cmpd F,viability,-2.87886,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd Y,cmpd A,viability,-1.53369,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd Y,cmpd B,viability,-3.63314,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd Y,cmpd C,viability,-4.14052,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd Y,cmpd D,viability,-0.99107,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd Y,cmpd E,viability,-7.83033,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd Y,cmpd F,viability,-1.59292,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd X,cmpd B,growth,-1.56104,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd X,cmpd C,growth,-1.72152,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd X,cmpd D,growth,-1.26335,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd X,cmpd E,growth,-3.42778,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd X,cmpd F,growth,-1.58214,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd Y,cmpd A,growth,-0.74378,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd Y,cmpd B,growth,-1.77364,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd Y,cmpd C,growth,-2.41878,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd Y,cmpd D,growth,-0.43411,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd Y,cmpd E,growth,-3.86571,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd Y,cmpd F,growth,-0.67167,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd X,cmpd A,viability,-3.47117,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PANC-1,cmpd X,cmpd A,growth,-1.83387,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PA-1,cmpd X,cmpd B,viability,-0.10837,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PA-1,cmpd X,cmpd C,viability,-1.45523,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PA-1,cmpd X,cmpd D,viability,-0.31591,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PA-1,cmpd X,cmpd E,viability,-2.83744,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PA-1,cmpd X,cmpd F,viability,-1.45846,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PA-1,cmpd Y,cmpd A,viability,-9.34007,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PA-1,cmpd Y,cmpd B,viability,-4.66171,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PA-1,cmpd Y,cmpd C,viability,-0.67372,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PA-1,cmpd Y,cmpd D,viability,-0.81829,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PA-1,cmpd Y,cmpd E,viability,-0.42582,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PA-1,cmpd Y,cmpd F,viability,-0.40182,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
PA-1,cmpd X,cmpd A,viability,-2.46073,Pancreas,Carcinoma,Ductal_Carcinoma,17,yes
Ovcar-8,cmpd X,cmpd B,viability,-1.06311,Ovary,Carcinoma,Ns,7,yes
Ovcar-8,cmpd X,cmpd C,viability,-2.73661,Ovary,Carcinoma,Ns,7,yes
Ovcar-8,cmpd X,cmpd D,viability,-1.68586,Ovary,Carcinoma,Ns,7,yes
Ovcar-8,cmpd X,cmpd E,viability,-9.22762,Ovary,Carcinoma,Ns,7,yes
Ovcar-8,cmpd X,cmpd F,viability,-1.60525,Ovary,Carcinoma,Ns,7,yes
Ovcar-8,cmpd Y,cmpd A,viability,-0.58846,Ovary,Carcinoma,Ns,7,yes
Ovcar-8,cmpd Y,cmpd B,viability,-1.57572,Ovary,Carcinoma,Ns,7,yes
Ovcar-8,cmpd Y,cmpd C,viability,-2.88516,Ovary,Carcinoma,Ns,7,yes
Ovcar-8,cmpd Y,cmpd D,viability,-1.11024,Ovary,Carcinoma,Ns,7,yes
Ovcar-8,cmpd Y,cmpd E,viability,-6.3246,Ovary,Carcinoma,Ns,7,yes
Ovcar-8,cmpd Y,cmpd F,viability,-1.51804,Ovary,Carcinoma,Ns,7,yes
Ovcar-8,cmpd X,cmpd B,growth,-0.78243,Ovary,Carcinoma,Ns,7,yes
Ovcar-8,cmpd X,cmpd C,growth,-2.08089,Ovary,Carcinoma,Ns,7,yes
Ovcar-8,cmpd X,cmpd D,growth,-1.27558,Ovary,Carcinoma,Ns,7,yes
Ovcar-8,cmpd X,cmpd E,growth,-5.56893,Ovary,Carcinoma,Ns,7,yes
Ovcar-8,cmpd X,cmpd F,growth,-1.35064,Ovary,Carcinoma,Ns,7,yes
Ovcar-8,cmpd Y,cmpd A,growth,-0.17599,Ovary,Carcinoma,Ns,7,yes
Ovcar-8,cmpd Y,cmpd B,growth,-0.88797,Ovary,Carcinoma,Ns,7,yes
Ovcar-8,cmpd Y,cmpd C,growth,-1.80553,Ovary,Carcinoma,Ns,7,yes
Ovcar-8,cmpd Y,cmpd D,growth,-0.85125,Ovary,Carcinoma,Ns,7,yes
Ovcar-8,cmpd Y,cmpd E,growth,-4.52432,Ovary,Carcinoma,Ns,7,yes
Ovcar-8,cmpd Y,cmpd F,growth,-1.00816,Ovary,Carcinoma,Ns,7,yes
